tid	target_chembl_id	pref_name	tax_id	organism	target_type	uniprot	gene_symbol	prot_fam
10024	CHEMBL2585	Neuronal acetylcholine receptor protein alpha-9 subunit	10116	Rattus norvegicus	SINGLE PROTEIN	P43144	CHRNA9	ion channel
10026	CHEMBL257	Angiotensin II type 2 (AT-2) receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P35351	AGTR2	other
10028	CHEMBL4977	Proto-oncogene c-JUN	9606	Homo sapiens	SINGLE PROTEIN	P05412	JUN	other
10029	CHEMBL4549	Apolipoprotein B-100	9606	Homo sapiens	SINGLE PROTEIN	P04114	APOB	other
10032	CHEMBL3817	Bcl2-antagonist of cell death (BAD)	9606	Homo sapiens	SINGLE PROTEIN	Q92934	BAD	other
10034	CHEMBL3157	Bradykinin B2 receptor	9606	Homo sapiens	SINGLE PROTEIN	P30411	BDKRB2	other
10036	CHEMBL2139	Insulin-like growth factor binding protein 6	9606	Homo sapiens	SINGLE PROTEIN	P24592	IGFBP6	other
10039	CHEMBL2466	Interleukin-2	10090	Mus musculus	SINGLE PROTEIN	P04351	IL2	other
10041	CHEMBL2467	Thyrotropin-releasing hormone receptor	10090	Mus musculus	SINGLE PROTEIN	P21761	TRHR	other
10043	CHEMBL3159	Trypsin II	9606	Homo sapiens	SINGLE PROTEIN	P07478	PRSS2	other
10044	CHEMBL3629	Casein kinase II alpha	9606	Homo sapiens	SINGLE PROTEIN	P68400	CSNK2A1	kinase
10045	CHEMBL3160	Thymidylate synthase	10090	Mus musculus	SINGLE PROTEIN	P07607	TYMS	other
10048	CHEMBL2158	ADP-ribosyltransferase	9606	Homo sapiens	SINGLE PROTEIN	P52961	ART1	other
10049	CHEMBL2159	Nucleoside diphosphate kinase 1	9606	Homo sapiens	SINGLE PROTEIN	P15531	NME1	other
10050	CHEMBL2160	Nucleoside diphosphate kinase 2	9606	Homo sapiens	SINGLE PROTEIN	P22392	NME2	other
10051	CHEMBL2468	Death-associated protein kinase 3	9606	Homo sapiens	SINGLE PROTEIN	O43293	DAPK3	kinase
10054	CHEMBL2161	Glutathione transferase omega 2	9606	Homo sapiens	SINGLE PROTEIN	Q9H4Y5	GSTO2	other
10055	CHEMBL2469	Uridine-cytidine kinase 2	9606	Homo sapiens	SINGLE PROTEIN	Q9BZX2	UCK2	other
10056	CHEMBL3142	DNA-dependent protein kinase	9606	Homo sapiens	SINGLE PROTEIN	P78527	PRKDC	kinase
10057	CHEMBL2470	Cannabinoid CB2 receptor	10116	Rattus norvegicus	SINGLE PROTEIN	Q9QZN9	CNR2	other
10058	CHEMBL3719	Melanocortin receptor 4	10090	Mus musculus	SINGLE PROTEIN	P56450	MC4R	other
10069	CHEMBL2443	Kallikrein 7	9606	Homo sapiens	SINGLE PROTEIN	P49862	KLK7	other
10073	CHEMBL1796	Gastric lipase	9606	Homo sapiens	SINGLE PROTEIN	P07098	LIPF	other
10074	CHEMBL4068	Chymase	9606	Homo sapiens	SINGLE PROTEIN	P23946	CMA1	other
10078	CHEMBL2446	Corticotropin releasing factor receptor 1	10090	Mus musculus	SINGLE PROTEIN	P35347	CRHR1	other
10078	CHEMBL2446	Corticotropin releasing factor receptor 1	10090	Mus musculus	SINGLE PROTEIN	P35347	LINC02210-CRHR1	other
10080	CHEMBL3583	1-acylglycerol-3-phosphate O-acyltransferase alpha	9606	Homo sapiens	SINGLE PROTEIN	Q99943	AGPAT1	other
10083	CHEMBL2164	Serine/threonine protein phosphatase PP1-alpha catalytic subunit	9606	Homo sapiens	SINGLE PROTEIN	P62136	PPP1CA	other
10086	CHEMBL2574	Dopamine D4 receptor	10090	Mus musculus	SINGLE PROTEIN	P51436	DRD4	other
10087	CHEMBL2447	Deoxycytidine kinase	9606	Homo sapiens	SINGLE PROTEIN	P27707	DCK	other
10089	CHEMBL4647	Peptide deformylase mitochondrial	9606	Homo sapiens	SINGLE PROTEIN	Q9HBH1	PDF	other
10092	CHEMBL2465	Dihydropyrimidinase	9606	Homo sapiens	SINGLE PROTEIN	Q14117	DPYS	other
10093	CHEMBL2167	Transforming protein p21/H-Ras-1	9606	Homo sapiens	SINGLE PROTEIN	P01112	HRAS	other
10100	CHEMBL2940	Immunoglobulin epsilon Fc receptor	9606	Homo sapiens	SINGLE PROTEIN	P06734	FCER2	other
10101	CHEMBL2120	Acidic fibroblast growth factor	9606	Homo sapiens	SINGLE PROTEIN	P05230	FGF1	other
10102	CHEMBL4550	5-lipoxygenase activating protein	9606	Homo sapiens	SINGLE PROTEIN	P20292	ALOX5AP	other
10103	CHEMBL2121	Folate receptor alpha	9606	Homo sapiens	SINGLE PROTEIN	P15328	FOLR1	other
10108	CHEMBL4769	Geranylgeranyl pyrophosphate synthetase	9606	Homo sapiens	SINGLE PROTEIN	O95749	GGPS1	other
10110	CHEMBL4830	Growth factor receptor-bound protein 2	10090	Mus musculus	SINGLE PROTEIN	Q60631	GRB2	other
10113	CHEMBL2978	Somatostatin receptor 2	10116	Rattus norvegicus	SINGLE PROTEIN	P30680	SSTR2	other
10118	CHEMBL4832	Transcription initiation factor IIA alpha and bTranscription initiation factor IIA alpha and beta chains	9606	Homo sapiens	SINGLE PROTEIN	P52655	GTF2A1	other
10120	CHEMBL3961	MAP kinase p38 beta	9606	Homo sapiens	SINGLE PROTEIN	Q15759	MAPK11	kinase
10121	CHEMBL4551	Trypsin III	9606	Homo sapiens	SINGLE PROTEIN	P35030	PRSS3	other
10123	CHEMBL4833	Folate transporter 1	9606	Homo sapiens	SINGLE PROTEIN	P41440	SLC19A1	other
10124	CHEMBL2077	Alcohol sulfotransferase	9606	Homo sapiens	SINGLE PROTEIN	Q06520	SULT2A1	other
10125	CHEMBL2883	Thymidine kinase, cytosolic	9606	Homo sapiens	SINGLE PROTEIN	P04183	TK1	other
10127	CHEMBL4834	Cytosolic phospholipase A2 gamma	9606	Homo sapiens	SINGLE PROTEIN	Q9UP65	PLA2G4C	other
10131	CHEMBL2334	Caspase-3	9606	Homo sapiens	SINGLE PROTEIN	P42574	CASP3	other
10132	CHEMBL2079	Cellular retinoic acid-binding protein I	9606	Homo sapiens	SINGLE PROTEIN	P29762	CRABP1	other
10133	CHEMBL3429	Estrogen-related receptor alpha	9606	Homo sapiens	SINGLE PROTEIN	P11474	ESRRA	nuclear_receptor
10138	CHEMBL3514	LDL-associated phospholipase A2	9606	Homo sapiens	SINGLE PROTEIN	Q13093	PLA2G7	other
10139	CHEMBL2885	Carbonic anhydrase III	9606	Homo sapiens	SINGLE PROTEIN	P07451	CA3	other
10140	CHEMBL258	Tyrosine-protein kinase LCK	9606	Homo sapiens	SINGLE PROTEIN	P06239	LCK	kinase
10142	CHEMBL259	Melanocortin receptor 4	9606	Homo sapiens	SINGLE PROTEIN	P32245	MC4R	other
10143	CHEMBL4877	Neuropeptide Y receptor type 4	9606	Homo sapiens	SINGLE PROTEIN	P50391	NPY4R	other
10144	CHEMBL3898	Bone morphogenetic protein 1	9606	Homo sapiens	SINGLE PROTEIN	P13497	BMP1	other
10146	CHEMBL4923	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 2	9606	Homo sapiens	SINGLE PROTEIN	Q9Y237	PIN4	other
10147	CHEMBL4878	Cytochrome P450 1B1	9606	Homo sapiens	SINGLE PROTEIN	Q16678	CYP1B1	other
10148	CHEMBL4879	Fatty acid binding protein intestinal	9606	Homo sapiens	SINGLE PROTEIN	P12104	FABP2	other
10150	CHEMBL2360	Hypoxanthine-guanine phosphoribosyltransferase	9606	Homo sapiens	SINGLE PROTEIN	P00492	HPRT1	other
10151	CHEMBL4872	Voltage-gated potassium channel beta subunit Mink	9606	Homo sapiens	SINGLE PROTEIN	P15382	KCNE1	other
10152	CHEMBL2886	Phosphoglycerate kinase 1	9606	Homo sapiens	SINGLE PROTEIN	P00558	PGK1	other
10154	CHEMBL4880	Triosephosphate isomerase	9606	Homo sapiens	SINGLE PROTEIN	P60174	TPI1	other
10155	CHEMBL3167	Serum paraoxonase/arylesterase 1	9606	Homo sapiens	SINGLE PROTEIN	P27169	PON1	other
10157	CHEMBL2887	Hemoglobin alpha subunit	9606	Homo sapiens	SINGLE PROTEIN	P69905	HBA1	other
10157	CHEMBL2887	Hemoglobin alpha subunit	9606	Homo sapiens	SINGLE PROTEIN	P69905	HBA2	other
10158	CHEMBL2081	Glutathione S-transferase Mu 1	9606	Homo sapiens	SINGLE PROTEIN	P09488	GSTM1	other
10160	CHEMBL4116	Alcohol dehydrogenase class III	9606	Homo sapiens	SINGLE PROTEIN	P11766	ADH5	other
10161	CHEMBL4881	Aldehyde dehydrogenase X	9606	Homo sapiens	SINGLE PROTEIN	P30837	ALDH1B1	other
10163	CHEMBL3721	Cytochrome P450 2C8	9606	Homo sapiens	SINGLE PROTEIN	P10632	CYP2C8	other
10167	CHEMBL2888	Metabotropic glutamate receptor 3	9606	Homo sapiens	SINGLE PROTEIN	Q14832	GRM3	other
10168	CHEMBL4589	Glutathione S-transferase Mu 2	9606	Homo sapiens	SINGLE PROTEIN	P28161	GSTM2	other
10170	CHEMBL3959	Quinone reductase 2	9606	Homo sapiens	SINGLE PROTEIN	P16083	NQO2	other
10177	CHEMBL3421	Phosphodiesterase 1A	9606	Homo sapiens	SINGLE PROTEIN	P54750	PDE1A	other
10179	CHEMBL4883	Urokinase plasminogen activator surface receptor	9606	Homo sapiens	SINGLE PROTEIN	Q03405	PLAUR	other
10183	CHEMBL1853	Somatostatin receptor 4	9606	Homo sapiens	SINGLE PROTEIN	P31391	SSTR4	other
10184	CHEMBL2327	Neurokinin 2 receptor	9606	Homo sapiens	SINGLE PROTEIN	P21452	TACR2	other
10185	CHEMBL3589	Adenosine kinase	9606	Homo sapiens	SINGLE PROTEIN	P55263	ADK	other
10186	CHEMBL3025	Carbonic anhydrase VI	9606	Homo sapiens	SINGLE PROTEIN	P23280	CA6	other
10187	CHEMBL4884	Caspase-2	9606	Homo sapiens	SINGLE PROTEIN	P42575	CASP2	other
10188	CHEMBL260	MAP kinase p38 alpha	9606	Homo sapiens	SINGLE PROTEIN	Q16539	MAPK14	kinase
10189	CHEMBL2083	Fatty acid binding protein adipocyte	9606	Homo sapiens	SINGLE PROTEIN	P15090	FABP4	other
10190	CHEMBL4894	Galanin receptor 1	9606	Homo sapiens	SINGLE PROTEIN	P47211	GALR1	other
10191	CHEMBL4938	Adenylate kinase 2	9606	Homo sapiens	SINGLE PROTEIN	P54819	AK2	other
10192	CHEMBL2084	Asialoglycoprotein receptor 1	9606	Homo sapiens	SINGLE PROTEIN	P07306	ASGR1	other
10193	CHEMBL261	Carbonic anhydrase I	9606	Homo sapiens	SINGLE PROTEIN	P00915	CA1	other
10197	CHEMBL262	Glycogen synthase kinase-3 beta	9606	Homo sapiens	SINGLE PROTEIN	P49841	GSK3B	kinase
10198	CHEMBL4306	Voltage-gated potassium channel subunit Kv1.5	9606	Homo sapiens	SINGLE PROTEIN	P22460	KCNA5	ion channel
10199	CHEMBL4940	L-lactate dehydrogenase B chain	9606	Homo sapiens	SINGLE PROTEIN	P07195	LDHB	other
10200	CHEMBL2085	Macrophage migration inhibitory factor	9606	Homo sapiens	SINGLE PROTEIN	P14174	MIF	other
10201	CHEMBL4941	S-methyl-5-thioadenosine phosphorylase	9606	Homo sapiens	SINGLE PROTEIN	Q13126	MTAP	other
10205	CHEMBL4942	P2X purinoceptor 5	9606	Homo sapiens	SINGLE PROTEIN	Q93086	P2RX5	ion channel
10206	CHEMBL2392	DNA polymerase beta	9606	Homo sapiens	SINGLE PROTEIN	P06746	POLB	other
10207	CHEMBL2918	cAMP-dependent protein kinase beta-1 catalytic subunit	9606	Homo sapiens	SINGLE PROTEIN	P22694	PRKACB	kinase
10208	CHEMBL4943	Kallikrein 12	9606	Homo sapiens	SINGLE PROTEIN	Q9UKR0	KLK12	other
10209	CHEMBL3155	Serotonin 7 (5-HT7) receptor	9606	Homo sapiens	SINGLE PROTEIN	P34969	HTR7	other
10210	CHEMBL3143	Coagulation factor VIII	9606	Homo sapiens	SINGLE PROTEIN	P00451	F8	other
10216	CHEMBL3438	Protein kinase C zeta	9606	Homo sapiens	SINGLE PROTEIN	Q05513	PRKCZ	kinase
10218	CHEMBL4861	Subtilisin/kexin type 4	9606	Homo sapiens	SINGLE PROTEIN	Q6UW60	PCSK4	other
10220	CHEMBL4862	Alcohol dehydrogenase alpha chain	10116	Rattus norvegicus	SINGLE PROTEIN	P06757	ADH6	other
10221	CHEMBL4706	Carbonic anhydrase II	10116	Rattus norvegicus	SINGLE PROTEIN	P27139	CA2	other
10222	CHEMBL3782	Xaa-Pro aminopeptidase 1	9606	Homo sapiens	SINGLE PROTEIN	Q9NQW7	XPNPEP1	other
10223	CHEMBL4039	Choline acetylase	9606	Homo sapiens	SINGLE PROTEIN	P28329	CHAT	other
10227	CHEMBL2064	GABA-B receptor 1	9606	Homo sapiens	SINGLE PROTEIN	Q9UBS5	GABBR1	other
10233	CHEMBL4827	Neuropeptide Y receptor type 4	10116	Rattus norvegicus	SINGLE PROTEIN	Q63447	NPY4R2	other
10233	CHEMBL4827	Neuropeptide Y receptor type 4	10116	Rattus norvegicus	SINGLE PROTEIN	Q63447	NPY4R	other
10234	CHEMBL2170	cyclic AMP phosphoprotein	10116	Rattus norvegicus	SINGLE PROTEIN	Q712U5	ARPP19	other
10235	CHEMBL2171	Dual specificity mitogen-activated protein kinase kinase 6	9606	Homo sapiens	SINGLE PROTEIN	P52564	MAP2K6	kinase
10244	CHEMBL3776	Caspase-8	9606	Homo sapiens	SINGLE PROTEIN	Q14790	CASP8	other
10250	CHEMBL2428	Myosin light chain kinase, smooth muscle	9606	Homo sapiens	SINGLE PROTEIN	Q15746	MYLK	kinase
10252	CHEMBL2216	Carbonic anhydrase VII	10090	Mus musculus	SINGLE PROTEIN	Q9ERQ8	CA7	other
10257	CHEMBL2430	FK506-binding protein 1B	9606	Homo sapiens	SINGLE PROTEIN	P68106	FKBP1B	other
10258	CHEMBL3807	T-cell protein-tyrosine phosphatase	9606	Homo sapiens	SINGLE PROTEIN	P17706	PTPN2	other
10260	CHEMBL4794	Vanilloid receptor	9606	Homo sapiens	SINGLE PROTEIN	Q8NER1	TRPV1	ion channel
10262	CHEMBL2426	Casein kinase I gamma 1	9606	Homo sapiens	SINGLE PROTEIN	Q9HCP0	CSNK1G1	kinase
10264	CHEMBL4142	Fibroblast growth factor receptor 2	9606	Homo sapiens	SINGLE PROTEIN	P21802	FGFR2	kinase
10266	CHEMBL3650	Fibroblast growth factor receptor 1	9606	Homo sapiens	SINGLE PROTEIN	P11362	FGFR1	kinase
10270	CHEMBL2175	Glyoxalase I	10090	Mus musculus	SINGLE PROTEIN	Q9CPU0	GLO1	other
10271	CHEMBL2176	Phosphatidylinositol synthase	10090	Mus musculus	SINGLE PROTEIN	Q8VDP6	CDIPT	other
10273	CHEMBL263	Type-1B angiotensin II receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P29089	AGTR1	other
10275	CHEMBL4824	P2X purinoceptor 3	10116	Rattus norvegicus	SINGLE PROTEIN	P49654	P2RX3	ion channel
10276	CHEMBL3847	AMP-activated protein kinase, beta-1 subunit	9606	Homo sapiens	SINGLE PROTEIN	Q9Y478	PRKAB1	other
10277	CHEMBL4708	Serine/threonine-protein kinase MST2	9606	Homo sapiens	SINGLE PROTEIN	Q13188	STK3	kinase
10278	CHEMBL2424	Glyoxalase I	9606	Homo sapiens	SINGLE PROTEIN	Q04760	GLO1	other
10279	CHEMBL2131	Indolethylamine N-methyltransferase	9606	Homo sapiens	SINGLE PROTEIN	O95050	INMT	other
10280	CHEMBL264	Histamine H3 receptor	9606	Homo sapiens	SINGLE PROTEIN	Q9Y5N1	HRH3	other
10283	CHEMBL3707	Beta-2 adrenergic receptor	10090	Mus musculus	SINGLE PROTEIN	P18762	ADRB2	other
10287	CHEMBL3287	Interleukin-2 receptor alpha chain	10090	Mus musculus	SINGLE PROTEIN	P01590	IL2RA	other
10288	CHEMBL4711	Atrial natriuretic peptide receptor C	10090	Mus musculus	SINGLE PROTEIN	P70180	NPR3	other
10290	CHEMBL2133	Ryanodine receptor 1	10090	Mus musculus	SINGLE PROTEIN	E9PZQ0	RYR1	ion channel
10292	CHEMBL2149	Peripheral-type benzodiazepine receptor	10090	Mus musculus	SINGLE PROTEIN	P50637	TSPO	other
10294	CHEMBL5373	Cannabinoid CB2 receptor	10090	Mus musculus	SINGLE PROTEIN	P47936	CNR2	other
10295	CHEMBL4778	Squalene synthetase	10090	Mus musculus	SINGLE PROTEIN	P53798	FDFT1	other
10297	CHEMBL2480	Tyrosine-protein kinase LCK	10090	Mus musculus	SINGLE PROTEIN	P06240	LCK	kinase
10298	CHEMBL3465	Sigma opioid receptor	10090	Mus musculus	SINGLE PROTEIN	O55242	SIGMAR1	other
10300	CHEMBL3266	Retinoic acid receptor beta	10090	Mus musculus	SINGLE PROTEIN	P22605	RARB	nuclear_receptor
10303	CHEMBL3708	Presenilin 2	9606	Homo sapiens	SINGLE PROTEIN	P49810	PSEN2	ion channel
10306	CHEMBL2151	Transthyretin	10116	Rattus norvegicus	SINGLE PROTEIN	P02767	TTR	other
10307	CHEMBL2483	Cytochrome P450 2D2	10116	Rattus norvegicus	SINGLE PROTEIN	P10634	CYP2D7	other
10307	CHEMBL2483	Cytochrome P450 2D2	10116	Rattus norvegicus	SINGLE PROTEIN	P10634	CYP2D6	other
10308	CHEMBL3709	Growth hormone-releasing hormone receptor	10116	Rattus norvegicus	SINGLE PROTEIN	Q02644	GHRHR	other
10310	CHEMBL4759	Glucose-6-phosphatase	10116	Rattus norvegicus	SINGLE PROTEIN	P43428	G6PC	other
10311	CHEMBL2095	FK506-binding protein 1A	10116	Rattus norvegicus	SINGLE PROTEIN	Q62658	FKBP1C	other
10311	CHEMBL2095	FK506-binding protein 1A	10116	Rattus norvegicus	SINGLE PROTEIN	Q62658	FKBP1A	other
10314	CHEMBL2388	Ubiquinol-cytochrome C reductase complex 7.2 kDa protein	9606	Homo sapiens	SINGLE PROTEIN	Q9UDW1	UQCR10	other
10315	CHEMBL3222	Delta opioid receptor	10090	Mus musculus	SINGLE PROTEIN	P32300	OPRD1	other
10320	CHEMBL2474	Methionine aminopeptidase 1	9606	Homo sapiens	SINGLE PROTEIN	P53582	METAP1	other
10323	CHEMBL3419	Carboxypeptidase B2 isoform A	9606	Homo sapiens	SINGLE PROTEIN	Q96IY4	CPB2	other
10324	CHEMBL2389	Adenosylhomocysteinase	10090	Mus musculus	SINGLE PROTEIN	P50247	AHCY	other
10329	CHEMBL3710	Prostanoid EP3 receptor	9606	Homo sapiens	SINGLE PROTEIN	P43115	PTGER3	other
10330	CHEMBL3351	Acetyl-CoA carboxylase 1	9606	Homo sapiens	SINGLE PROTEIN	Q13085	ACACA	other
10331	CHEMBL2335	Lysosomal Pro-X carboxypeptidase	9606	Homo sapiens	SINGLE PROTEIN	P42785	PRCP	other
10332	CHEMBL3775	Dual specificity phosphatase Cdc25A	9606	Homo sapiens	SINGLE PROTEIN	P30304	CDC25A	other
10338	CHEMBL2105	Polyamine oxidase	9606	Homo sapiens	SINGLE PROTEIN	Q6QHF9	PAOX	other
10341	CHEMBL2393	AMP-activated protein kinase, gamma-1 subunit	9606	Homo sapiens	SINGLE PROTEIN	P54619	PRKAG1	other
10346	CHEMBL2110	Cytidine deaminase	10090	Mus musculus	SINGLE PROTEIN	P56389	CDA	other
10347	CHEMBL2733	Somatostatin receptor 5	10090	Mus musculus	SINGLE PROTEIN	O08858	SSTR5	other
10348	CHEMBL2395	Purine-nucleoside phosphorylase	10116	Rattus norvegicus	SINGLE PROTEIN	P85973	PNP	other
10353	CHEMBL2097	Phospholipase A2 group IIC	9606	Homo sapiens	SINGLE PROTEIN	Q5R387	PLA2G2C	other
10358	CHEMBL2363	Dihydrofolate reductase	10116	Rattus norvegicus	SINGLE PROTEIN	Q920D2	DHFR2	other
10358	CHEMBL2363	Dihydrofolate reductase	10116	Rattus norvegicus	SINGLE PROTEIN	Q920D2	DHFR	other
10359	CHEMBL4467	Mucosal addressin cell adhesion molecule-1	9606	Homo sapiens	SINGLE PROTEIN	Q13477	MADCAM1	other
10364	CHEMBL266	Alpha-2b adrenergic receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P19328	ADRA2B	other
10368	CHEMBL2828	Casein kinase I delta	9606	Homo sapiens	SINGLE PROTEIN	P48730	CSNK1D	kinase
10370	CHEMBL4947	Alcohol dehydrogenase, iron containing 1	9606	Homo sapiens	SINGLE PROTEIN	Q8IWW8	ADHFE1	other
10371	CHEMBL4948	Dual specificity mitogen-activated protein kinase kinase 5	9606	Homo sapiens	SINGLE PROTEIN	Q13163	MAP2K5	kinase
10374	CHEMBL4949	Glutathione S-transferase zeta 1	9606	Homo sapiens	SINGLE PROTEIN	O43708	GSTZ1	other
10377	CHEMBL2100	Glutathione S-transferase Mu 4	9606	Homo sapiens	SINGLE PROTEIN	Q03013	GSTM4	other
10378	CHEMBL4072	Cathepsin B	9606	Homo sapiens	SINGLE PROTEIN	P07858	CTSB	other
10394	CHEMBL4469	Small conductance calcium-activated potassium channel protein 2	9606	Homo sapiens	SINGLE PROTEIN	Q9H2S1	KCNN2	ion channel
10396	CHEMBL4121	CaM kinase II beta	9606	Homo sapiens	SINGLE PROTEIN	Q13554	CAMK2B	kinase
10397	CHEMBL2476	Voltage-gated potassium channel subunit Kv7.2	9606	Homo sapiens	SINGLE PROTEIN	O43526	KCNQ2	ion channel
10410	CHEMBL2104	P2X purinoceptor 4	9606	Homo sapiens	SINGLE PROTEIN	Q99571	P2RX4	ion channel
10416	CHEMBL2504	Glutathione S-transferase Mu 2	10116	Rattus norvegicus	SINGLE PROTEIN	P08010	GSTM2	other
10417	CHEMBL4805	P2X purinoceptor 7	9606	Homo sapiens	SINGLE PROTEIN	Q99572	P2RX7	ion channel
10419	CHEMBL2365	Ryanodine receptor 3	10090	Mus musculus	SINGLE PROTEIN	A2AGL3	RYR3	ion channel
10420	CHEMBL2845	Protein phosphatase 2C beta	9606	Homo sapiens	SINGLE PROTEIN	O75688	PPM1B	other
10424	CHEMBL2505	Protein phosphatase 2A regulatory subunit B'	9606	Homo sapiens	SINGLE PROTEIN	Q15257	PTPA	other
10427	CHEMBL2506	PI3-kinase p85-alpha subunit	9606	Homo sapiens	SINGLE PROTEIN	P27986	PIK3R1	other
10429	CHEMBL3595	Glutamate receptor ionotropic, AMPA 3	9606	Homo sapiens	SINGLE PROTEIN	P42263	GRIA3	ion channel
10432	CHEMBL2106	Fructose-bisphosphate aldolase A	9606	Homo sapiens	SINGLE PROTEIN	P04075	ALDOA	other
10434	CHEMBL267	Tyrosine-protein kinase SRC	9606	Homo sapiens	SINGLE PROTEIN	P12931	SRC	kinase
10466	CHEMBL2798	Cholecystokinin A receptor	10090	Mus musculus	SINGLE PROTEIN	O08786	CCKAR	other
10472	CHEMBL1901	Cholecystokinin A receptor	9606	Homo sapiens	SINGLE PROTEIN	P32238	CCKAR	other
10473	CHEMBL2107	C-X-C chemokine receptor type 4	9606	Homo sapiens	SINGLE PROTEIN	P61073	CXCR4	other
10474	CHEMBL2108	Cyclin T1	9606	Homo sapiens	SINGLE PROTEIN	O60563	CCNT1	other
10475	CHEMBL4777	Neuropeptide Y receptor type 1	9606	Homo sapiens	SINGLE PROTEIN	P25929	NPY1R	other
10476	CHEMBL2754	T-cell surface antigen CD4	9606	Homo sapiens	SINGLE PROTEIN	P01730	CD4	other
10477	CHEMBL4018	Neuropeptide Y receptor type 2	9606	Homo sapiens	SINGLE PROTEIN	P49146	NPY2R	other
10478	CHEMBL2109	Dual specificity mitogen-activated protein kinase kinase 3	9606	Homo sapiens	SINGLE PROTEIN	P46734	MAP2K3	kinase
10480	CHEMBL2508	Cyclin-dependent kinase 6	9606	Homo sapiens	SINGLE PROTEIN	Q00534	CDK6	kinase
10485	CHEMBL3570	Neurotensin receptor 1	10090	Mus musculus	SINGLE PROTEIN	O88319	NTSR1	other
10486	CHEMBL2514	Neurotensin receptor 2	9606	Homo sapiens	SINGLE PROTEIN	O95665	NTSR2	other
10489	CHEMBL2516	Calcium sensing receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P48442	CASR	other
10493	CHEMBL2517	Cathepsin F	9606	Homo sapiens	SINGLE PROTEIN	Q9UBX1	CTSF	other
10494	CHEMBL4071	Cathepsin G	9606	Homo sapiens	SINGLE PROTEIN	P08311	CTSG	other
10495	CHEMBL268	Cathepsin K	9606	Homo sapiens	SINGLE PROTEIN	P43235	CTSK	other
10496	CHEMBL3034	Cathepsin K	10116	Rattus norvegicus	SINGLE PROTEIN	O35186	CTSK	other
10501	CHEMBL3037	Cannabinoid CB1 receptor	10090	Mus musculus	SINGLE PROTEIN	P47746	CNR1	other
10502	CHEMBL3571	Cannabinoid CB1 receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P20272	CNR1	other
10503	CHEMBL2421	Corticosteroid binding globulin	9606	Homo sapiens	SINGLE PROTEIN	P08185	SERPINA6	other
10505	CHEMBL2088	Carboxypeptidase A1	9606	Homo sapiens	SINGLE PROTEIN	P15085	CPA1	other
10506	CHEMBL3038	Carboxypeptidase M	9606	Homo sapiens	SINGLE PROTEIN	P14384	CPM	other
10509	CHEMBL3040	CDC45-related protein	9606	Homo sapiens	SINGLE PROTEIN	O75419	CDC45	nuclear_receptor
10509	CHEMBL3040	CDC45-related protein	9606	Homo sapiens	SINGLE PROTEIN	O75419	CDC45	other
10511	CHEMBL4478	Voltage-gated N-type calcium channel alpha-1B subunit	9606	Homo sapiens	SINGLE PROTEIN	Q00975	CACNA1B	ion channel
10513	CHEMBL2529	Voltage-gated L-type calcium channel alpha-1C subunit	10090	Mus musculus	SINGLE PROTEIN	Q01815	CACNA1C	ion channel
10518	CHEMBL2093	G2/mitotic-specific cyclin B1	10116	Rattus norvegicus	SINGLE PROTEIN	P30277	CCNB1	other
10520	CHEMBL2412	G2/mitotic-specific cyclin B1	9606	Homo sapiens	SINGLE PROTEIN	P14635	CCNB1	other
10522	CHEMBL3610	G1/S-specific cyclin D1	9606	Homo sapiens	SINGLE PROTEIN	P24385	CCND1	other
10526	CHEMBL269	Delta opioid receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P33533	OPRD1	other
10527	CHEMBL3614	Kappa opioid receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P34975	OPRK1	other
10529	CHEMBL270	Mu opioid receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P33535	OPRM1	other
10530	CHEMBL3621	Nociceptin receptor	10090	Mus musculus	SINGLE PROTEIN	P35377	OPRL1	other
10531	CHEMBL2527	Serine/threonine-protein kinase Chk2	9606	Homo sapiens	SINGLE PROTEIN	O96017	CHEK2	kinase
10532	CHEMBL1914	Butyrylcholinesterase	9606	Homo sapiens	SINGLE PROTEIN	P06276	BCHE	other
10533	CHEMBL2528	Butyrylcholinesterase	10090	Mus musculus	SINGLE PROTEIN	Q03311	BCHE	other
10535	CHEMBL2094	P2X purinoceptor 1	9606	Homo sapiens	SINGLE PROTEIN	P51575	P2RX1	ion channel
10536	CHEMBL2530	P2X purinoceptor 1	10116	Rattus norvegicus	SINGLE PROTEIN	P47824	P2RX1	ion channel
10537	CHEMBL2531	P2X purinoceptor 2	9606	Homo sapiens	SINGLE PROTEIN	Q9UBL9	P2RX2	ion channel
10539	CHEMBL2122	P2X purinoceptor 6	10116	Rattus norvegicus	SINGLE PROTEIN	P51579	P2RX6	ion channel
10540	CHEMBL2496	P2X purinoceptor 7	10116	Rattus norvegicus	SINGLE PROTEIN	Q64663	P2RX7	ion channel
10541	CHEMBL2123	Pyrimidinergic receptor P2Y4	9606	Homo sapiens	SINGLE PROTEIN	P51582	P2RY4	other
